sentence_1,sentence_2,label
"ජෛව ප්‍රතිකර්මකරණය සඳහාද ක්ෂුද්‍ර ජීවීන් භාවිත වේ.එනම් ගෘහාශ්‍රිත, කෘෂිකාර්මික,කාර්මික අපද්‍රව්‍ය සහ පස මතුපිට පවතින අපද්‍රව්‍ය දිරාපත් කිරීම ක්ෂුද්‍ර ජීවීන් විසින් සිදුකරනු ලබයි. විෂ සහිත අපද්‍රව්‍ය දිරාපත් කිරීම සඳහාද ක්ෂුද්‍ර ජීවීන් භාවිතා කරනු ලබන අතර ඔවුන් සතු දිරාපත් කිරීමේ හැකියාව අපවිත්‍රකාරකයේ ස්වභාවය මත රඳා පවතී.විවිධාකාර වූ දූෂකාරක පවතින නිසා ක්ෂුද්‍ර ජීවීන් ජෛව හායනය සඳහා යොදාගැනීමේදී බැක්ටීරියා විශේෂ කීපයක් යොදා ගත යුතුය.",ඇමරිකා එක්සත් ජනපදයේ අධ්‍යාපන පද්ධතිය තුළ ක්‍රියාත්මක වන විෂය සමගාමී ක්‍රියාකාරකම් පිළිබඳ අන්තර් ජාලයෙහි සඳහන් වන පරිදි නිර්මාණශීලී පරිකල්පන ශක්තියකින් යුතු නිදහස් ඇමරිකානුවකු බිහිකිරීම සඳහා විෂය සමගාමී විෂය මාලාව ද වැදගත්කමකින් ක්‍රියාත්මක වන අතර ඒවා පහත පරිදි දක්වා ක්‍ෂේත්‍ර අනුව දක්වා ඇත.,0.21
කුබුන්ටු යන නාමය පද දෙකක එකතුවක් ලෙස (K + Ubuntu )දැක්විය හැකිය. කේ මගින් කුබුන්ටු හී භාවිතා වන කේ චිත්‍රක පරිශීලක පරිසරය නිරූපනය වන අතර උබුන්ටු යන්නෙහි අරුතඅන් අයට මානුෂිකත්වයලෙස සරලව දැක්විය හැකිය. කුබුන්ටු යන්නෙහි තවත් අරුතක් ලෙසනොමිලේයන්න දැක්විය හැකිය.,"මනුෂ්‍ය ලෝකයෙහි මෙවැනි අභාග්‍ය ඉරණමක් කෙනෙකුට අත් විය හැකි බව දැක්වීමය, මගේ අදහස වූයේ. එනම් ජීවිතයෙහි අනිත්‍යය මෙන්හි කිරීමට ප්‍රේක්ෂකයාට තුඩු දීමය. "" (මහාචාර්ය එදිරිවීර සරච්චන්ද්‍ර : මනමේ නාටකය)",0.04
1896 පැවැති නූතනඔලිම්පික්ක්‍රීඩා තරඟයේ සිටම තුන්පිම්ම ජනප්‍රිය ක්‍රීඩා අංගයකි. ඊට අමතරව පළමු ඔලිම්පික් ශූරයා වූයේ ද තුන් පිම්ම අංගය කළජේම්ස් කොනොල්ලික්‍රීඩකයාය. 1996 කාන්තා තුන් පිම්ම අංගය ද ඔලිම්පික් ක්‍රීඩා අංග අතරට එක්විය. එහි දී එළිමහන් සේම ගෘහස්ථ ශූරතාවයන් යන අංග 2 ක ටම ඇතුළත්ය.,මෙම ලිපියෙහි අන්තර්ගත වන්නේ දස ප්‍රයාම ඉසව්ව ලෙස හැඳින්වෙන ක්‍රීඩා තරඟය පිළිබඳවයි. මෙම ඉසව්ව හැඳින්වීමට භාවිතා කෙරෙන ඉංග්‍රීසි පදය වූ ‍Decathlon යන නමින්ම හැඳින්වෙන ක්‍රීඩා උපකරණ අලෙවිසැල් සමූහය පිළිබඳ තොරතුරු Decathlon Group නම් ලිපියෙහි අන්තර්ගත වන අතර එම නමින්ම හැඳින්වෙන ගුවන් යානාව පිළිබඳ තොරතුරු American Champion Decathlon නම් ලිපියෙහි අන්තර්ගත වේ. මෙම නමින්ම යුතු ඇමරිකානු අධ්‍යාපන තරඟාවලිය පිළිබඳ තොරතුරු Academic Decathlon නම් ලිපියෙහි අන්තර්ගත වේ.,0.8
යනාදි පොදු ගැටළුය. නමුත් එය ගැඹුරින් විමසන විට ගැටළු රාශියක් උත්පාදය කරයි. බොහො විට අභ්‍යවකාශ ජිව විද්‍යාවේ ගොඩ නැ‍ඟෙන්නා වු ත් විමසිමට භජනය වන්නා වුත් ගැටළු වන්නේ පෘථිවියට පරිබාහිර ජිවයක් විශ්වයේ අන් තැනක තිබේද යන්නය. එයට පක්ෂ වන්නේ නම්එනම් පෘථිවියෙන් පරිබාහිර වු ජිවයක් තිබේ නම්,"සංචාරක ව්‍යාපාරය කර්මාන්තයකි. කර්මාන්තයක් ලෙස එහි සිදුවන මනුෂ්‍ය ක්‍රියාකාරකම් හා විශේෂයෙන් ස්ථාන හෝ ප්‍රදේශයන්ගෙන් ලැබෙන අත්දැකීම් හා ගමනාගමනය හා සංචාරය පිළිබඳවත් ඊට අදාළව කෙරෙන අධ්‍යයනයක් වශයෙන් සංචාරක භූගෝල විද්‍යාව හැඳින්විය හැකිය. භූගෝලියව සලකා බැලු විට සංචාරක කර්මාන්තයේ කොටස් වන්නේ සංචාරයේ මුලාරම්භය (සංචාරය ආරම්භ වන ප්‍රදේශය), සංචාරයේ අවසානය (සංචාරක සේවා සපයන ආයතන) හා ආරම්භය හා අවසානය අතර සම්බන්ධය ඇති කරවන ප්‍රවාහන මාර්ග, ව්‍යාපාරික සම්බන්ධතා හා උපදේශනයට ඇති කැමැත්ත යන කරුණුය.",0.16
නාගරික සංස්කෘතියේ හා රාජ්‍යයේ ආරම්භය පිළිබඳව ජලමුලක ඒකාධිපතිත්වය උපකල්පිතය ඉන්දු ශිෂ්ටාචාරය මගින් ප්‍රතික්ෂේප වන බව පෙනේ. මෙම උපකල්පිතයට අනුව සියලූම පැරණි මහා පරිමාණ ශිෂ්ටාචාරයන් ඇති වුයේ විශාල කෘෂිකාර්මික අතිරික්තයන් නිපදවිමේ හැකියාව තිබු වාරි පද්ධතින්හි අතුරු ඵලයක් වශයෙනි.,නාගරික සංස්කෘතියේ හා රාජ්‍යයේ ආරම්භය පිළිබඳව ජලමුලක ඒකාධිපතිත්වය උපකල්පිතය ඉන්දු ශිෂ්ටාචාරය මගින් ප්‍රතික්ෂේප වන බව පෙනේ. මෙම උපකල්පිතයට අනුව,0.55
"2022 අප්‍රේල් 5 වන දින, රාජපක්ෂ රජය කෙරෙහි වැඩිවන අතෘප්තිය මධ්‍යයේ, ශ්‍රී ලංකා පොදුජන පෙරමුණට ශ්‍රී ලංකා නිදහස් පක්ෂය ඇතුළු ශ්‍රී ලංකා නිදහස් පක්ෂයේ එහි ප්‍රධාන සගයන් බොහෝ දෙනෙකු අහිමි වීමට පටන් ගත්තේය. ශ්‍රී ලංකා නිදහස් පක්ෂය මධ්‍යස්ථ පක්ෂයක් බවට පත්වන බවත්, අනාගත මැතිවරණවලදී ශ්‍රී ලංකා පොදුජන පෙරමුණෙන් වෙන්ව තරඟ කරන බවත් මෛත්‍රීපාල සිරිසේන පොරොන්දු විය.","2022 අප්‍රේල් 5 වන දින, රාජපක්ෂ රජය කෙරෙහි ප්‍රධාන අතෘප්තිය මධ්‍යයේ, ශ්‍රී පටන් පොදුජන පෙරමුණට ශ්‍රී ලංකා නිදහස් පක්ෂය ඇතුළු ශ්‍රී ලංකා නිදහස් පක්ෂයේ එහි වැඩිවන සගයන් බොහෝ දෙනෙකු අහිමි වීමට ලංකා ගත්තේය. ශ්‍රී ලංකා නිදහස් පක්ෂය මධ්‍යස්ථ පක්ෂයක් බවට පත්වන බවත්, අනාගත මැතිවරණවලදී ශ්‍රී ලංකා පොදුජන පෙරමුණෙන් වෙන්ව තරඟ කරන බවත් මෛත්‍රීපාල සිරිසේන පොරොන්දු විය.",0.6
පහත වගුවෙන් දැක්වෙන්නේ ජාත්‍යන්තර මුල්‍ය අරමුදල විසින් ප්‍රකාශයට පත් කරන ලද ලංකාවේ දළ දේශීය නිෂ්පාදිතයේ උපනතිය වෙළඳ මිල අනුව ශ්‍රි ලංකා රුපියල් මිලියන වලිනි.,රණසිංහ ප්‍රේමදාසගේ දේශපාලන දිවිය ඇරඹුණේ ඒ .ඊ. ගුණසිංහ නායකත්වය හෙබ වූ කම්කරු පක්‍ෂයට සම්බන්ධ වීමත් සමඟය. එහෙත් කම්කරු පක්‍ෂයේ අනාගතය පිළිබඳ අස්ථාවර බව පැහැදිලි වීම නිසා ප්‍රේමදාස 1950 වකවානුවේදි එක්සත් ජාතික පක්‍ෂයට එක් වූයේය.,0.17
මුහුදේ මාළු සහ මාළු අයින් (shoals) සිටින ස්ථාන නිෂ්චිතව දැන ගැනීමට උපකාරී වේ. මෙය අද ධීවර යාත්‍රාවල භාවිත වේ.,මුහුදේ මාළු සහ මාළු අයින් (shoals) සිටින ස්ථාන නිෂ්චිතව දැන ගැනීමට උපකාරී වේ. මෙය අද ධීවර යාත්‍රාවල භාවිත වේ.,1.0
"ලෝක ජනගහනයෙන් බිලියන 0.8 - 1.2 ක් පමණ ප්‍ර‍මාණයක් ඇස්කේරියාසිස් හේතුවෙන් පීඩා විඳින අතර, වඩාත් දැඩි වශයෙන් බලපෑමට ලක්වූ පිරිස් ජීවත්වන ප්‍රදේශ ලෙසඅප්‍රිතාවේ උප සහරා ප්‍රදේශ,ලතින් ඇමරිකාවසහ ආසියාව හැඳින්විය හැකිය.මෙය සිදුවන්නේ ඇස්කේරියාසිස් යනුපස මඟින් සම්ප්‍රේෂණය වන පණුවන් ආශ්‍රිත රෝගයවඩාත් බහුල රෝගය වීමයි.ෙ 1990 වසරේ සිදුවූ මරණ 3,400 ට සාපේක්ෂව 2010 මරණ සංඛ්‍යාව 2,700 දක්වා පහළබැස තිබේ.තවත් ආකාරයකඇස්කේරිස්ස්වරූපයක් ඌරන්ට ආසාදනය වේ.","ඕනෑම තනි විචල්‍යයක නියත නොවන වීජීය ශ්‍රිතයක් , අත්‍යුත්තර ස්වායත්ත විචල්‍ය අගයක් යෙදු විට අත්‍යුත්තර අගයක් ලබා ගනී. එම නිසා උදාහරණයක් ලෙස π අත්‍යුත්තර ලෙස දන්නා විට අපට ඉතා ඉක්මණින් 5π, (π − 3)/√2, (√π − √3)and (π+ 7)වැනි සංඛ්‍යා අත්‍යුත්තර බව අපෝහණය කළ හැක.",0.21
අණුක ජීව විද්‍යාවේ ප්‍රධාන සොයාගැනීම් අවු 25 පමණ කාලයක් තුළ සිදු කෙරිණි. සංකීර්ණ ජීවීන් තුළ ඇති ජාන එකලා කිරීම සහ ඒවායේ ගති ලක්ෂණ හැදෑරීමට අවැසි තාක්ෂණය ද එක්ව දැනට ජාන ඉංජිනේරු තාක්ෂණය නමින් හැඳින්වෙන නූතන විෂය බිහිවීමට තවත් අවුරුදු 15 පමණ කාලයක් අවශ්‍ය විය.,අණුක ජීව විද්‍යාවේ ප්‍රධාන සොයාගැනීම් හැදෑරීමට 25 පමණ කාලයක් තුළ සිදු කෙරිණි. සංකීර්ණ ජීවීන් තුළ ඇති ජාන එකලා කිරීම සහ විය. ගති ලක්ෂණ ඒවායේ අවැසි තාක්ෂණය ද එක්ව දැනට ජාන ඉංජිනේරු තාක්ෂණය නමින් හැඳින්වෙන නූතන විෂය බිහිවීමට තවත් අවුරුදු 15 පමණ කාලයක් අවශ්‍ය අවු,0.6
"24. මෙම සිංහල, දෙමළ, මුස්‌ලිම් සම අයිතිය සහතික වීමට සංකේතයක්‌ ලෙස 1951 දී ජාතික සිංහල කොඩිය තුළට මුස්‌ලිම් හා දෙමළ වර්ගයා ද ඇතුළත් කෙරිණි .","24. මෙම සිංහල, දෙමළ, මුස්‌ලිම් සම අයිතිය සහතික වීමට",0.51
ඇන්ටාක්ටික් ඕසන් සිදුර යනු ඇන්ටාක්ටික් අපවර්තී ගෝලයේ ඕ‍සොන් මට්ටම 1975 දී තිබු මට්ටමට වඩා 33% පහත වැටුනු වායුගෝලීය ප්‍රදේශයකි. ඕසොන් සිදුර ඇතිවන්නේ සැප්තැම්බර් සිට දෙසැම්බර් මුල් කාලය දක්වා පවතින ඇන්ටාක්ටික් වසන්ත සමයේය. බටහිරින් හමන වේගවත් සුළං මහද්වීපය වටා චලනය විමෙන් ඇතිවන වායුගෝලීය වැස්ම මෙයට හේතුවයි. ඇන්ටාක්ටික් වසන්ත සමය තුළ පහළ අපවර්තී ගෝලයේ ‍ඕසෝන් ප්‍රමාණය 50% පමණ මෙම ධ්‍රැවක ප්‍රදේශයේදි විනාශ වේ.,ඇන්ටාක්ටික් ඕසන් සිදුර යනු ඇන්ටාක්ටික් අපවර්තී ගෝලයේ ඕ‍සොන් මට්ටම 1975 දී තිබු මට්ටමට වඩා 33% පහත වැටුනු වායුගෝලීය ප්‍රදේශයකි. ඕසොන් සිදුර ඇතිවන්නේ සැප්තැම්බර් සිට දෙසැම්බර් මුල් කාලය දක්වා පවතින ඇන්ටාක්ටික් වසන්ත,0.55
රසායනික සහ ව්‍යුහමය වෙනස්කම් නිසා ඇතිවන ක්‍රියාකාරී මානසික ආතතීන් මගින් මානසික විකෘතිතා ඇති කළ හැක. එම නිසා මානසික විකෘතිතා යනු මානසික රෝගයක් කැළඹීම ලෙස හැඳින්විය හැක.,ආදි ගැටළු රාශියක් අප වෙත එල්ල වේ.එමෙන්ම විශ්වයේ අප තනිවු හුදකලාවු ජිවයක් නම් එවිටද අපට ගැටළු කිහිපයක් මතු වේ.,0.15
"මාදු ගඟ මුහුදට යාවන ගං මෝය හෙවත් මුවදොර පිහිටා ඇත්තේකොළඹසිටගාල්ලඅතර ගාලුපාර ආසන්න ව ගාල්ල දිස්ත්‍රික්කයේබලපිටියසහකරන්දෙණියයන බල ප්‍රදේශවලට අයත්වයි. මාදු ගඟ ජලජ පරිසර පද්ධතියේ ප්‍රධාන ජල සැපයුම් මාර්ග වන්නේ බොරලැස්ස ඇළ, හීන් ඇළ සහ මාගල ඇළයි.","මාදු ගඟ කඩොලාන පරිසර පද්ධතියකට හොඳ උදාහරණයකි. බෙරිය, රතුමිල්ල, කිරල, එළකඩොල්, තෙලකීරිය හා මල් කඩොල් වැනි කඩොලාන ශාක මාදු ගඟ ආශ්‍රිතව පවතී. රතමිල්ල නම් කඩොලාන ශාකය ලංකාවට ආවේණික නැතත් එය ලංකාවේද දැකගත හැක්කේ මාදු ගඟ ආශ්‍රිතවය.",0.63
මෙම රෝගියෙකු වෛද්‍යවරයෙකු හමුවීමට යන්නේ තමාට අමකත වීම ඇති බව දැන ගැනීමෙන් පසුවය. එයට වෛද්‍යවරයා මගින් රෝගි‍යාගේ හැසිරීම පිළිබදව අධ්‍යයනය කිරීමෙන් ඔහුගේ ප්‍රජානන ක්‍රියාවන් පරීක්ෂණයට බදුන් කිරීමෙන් සහ මොළයේ ස්කෑන් කිරෟමකට ලක් කිරීම මගින් රෝග විනිශ්චයට එළඹේ.,මෙම රෝගියෙකු වෛද්‍යවරයෙකු හමුවීමට යන්නේ තමාට අමකත වීම ඇති බව දැන ගැනීමෙන් පසුවය. එයට වෛද්‍යවරයා මගින් රෝගි‍යාගේ හැසිරීම,0.55
"උපුටාදැක්වීම් දෝෂය: ""note"" නම් කණ්ඩායම සඳහා<ref>ටැග පැවතුණත්, ඊට අදාළ<references group=""note""/>ටැග සොයාගත නොහැකි විය.","උපුටාදැක්වීම් දෝෂය: ""note"" නම් කණ්ඩායම සඳහා<ref>ටැග විය. අදාළ<references ඊට group=""note""/>ටැග සොයාගත නොහැකි පැවතුණත්,",0.56
16. උතුරේ බිහිවන නව උගත් මධ්‍යම පන්තියට දේශපාලන බලතලද ලබාදිය යුතු බව කෝල්බෲක්‌ දිටී . එබැවින් ආසියාවේ ප්‍රථම වරට ලංකාවේ ව්‍යවස්‌ථාදායක සභාවක්‌ ඇතිකිරීමට යෝජනා කළේය. 96% වූ සිංහලයන්ට හා 3% වූ දෙමළ කතාකරන අයට දේශපාලන සම තත්ත්වය ලබාදීම ඉන් අදහස්‌ කළේය . ඉංග්‍රීසි උගතුන් දෙමළ නිසා පරිපාලනයේ පහළ මට්‌ටමේ දෙමළ අයට ආනිවාර්යයෙන් හිමි විය .,16. උතුරේ බිහිවන නව උගත් මධ්‍යම පන්තියට දේශපාලන බලතලද ලබාදිය යුතු බව කෝල්බෲක්‌ දිටී . එබැවින් ආසියාවේ ප්‍රථම වරට ලංකාවේ ව්‍යවස්‌ථාදායක සභාවක්‌ ඇතිකිරීමට යෝජනා කළේය. 96% වූ සිංහලයන්ට හා 3% වූ දෙමළ කතාකරන අයට දේශපාලන සම තත්ත්වය ලබාදීම ඉන් අදහස්‌ කළේය . ඉංග්‍රීසි උගතුන් දෙමළ නිසා පරිපාලනයේ පහළ මට්‌ටමේ දෙමළ අයට ආනිවාර්යයෙන් හිමි විය .,0.6
1960 දී පාසල රජයේ පාසලක් බවට පත් වූ අතර තවත් නව ගොඩනැගිල්ලක් පාසල් භූමියට එක් විය. 1968 දී පාසල් දන්ත ශල්‍යකර්ම ඒකකය සිරිමාවෝ බණ්ඩාරනායක අගමැතිනිය විසින් විවෘත කරන ලදී.,තෝලංගමුවඩඩ්ලි සේනානායක මධ්‍ය මහා විද්‍යාලයකොළඹ-නුවරමහා මාර්ගයේවරකාපොලනගරයට කිලෝමීටර් 6ක් පමණ නුවර දෙසට වන්නට පිහිටා ඇත. රමණිය කදු ගැටයක් මත පිහිටි මෙම විද්‍යාලය ඉදිරියෙන් ඇති තාල වර්ගයේ ශාක නිසා ඉතාමත්ම රමණියවි ඇත.,0.8
කඩොලාන යනු පාරිසරික හා ආර්ථික අංශවලින් ඉතා වැදගත් පරිසර පද්ධතියකි. නමුත් මිනිස් ක්‍රියාකාරකම් හේතු කොට ගෙන මෙම පරිසර පද්ධතිය විනාශවීමේ තර්ජනයට මුහුණ දී තිබේ. එබැවින් අනාගත පරපුරේ පැවැත්ම උදෙසා කඩොලාන පරිසරය ආරක්ෂා කිරීම අද පරපුරේ යුතුකමක් මෙන් ම වගකීමක් ද වේ.,මෙය අද ඉතා අපහසු කාර්යයක් වන අතර ඒ සඳහා අතින්ම ක්‍රියා කරවන ඉතා සූක්ෂම අන්වීක්ෂයක් (ස්කෑනින් ටනලින්) භාවිතා කළ යුතු වේ. අවස්ථානුකූලව ඔවුන් අතරින්ම අනු පිටපත් සෑදීමට අනුකාරක අණු නිර්මාණය වේ යැයි බලාපොරොත්තු වේ. මෙම ක්ෂේත්‍රයේ දී රසායනික නිර්මාණකරණයේ වඩාත්ම නිරවද්‍ය ආකාරයක් දැකිය හැකි අතර ප්‍රෝටීන නිර්මාණකරණයද එයට අඩංගු වේ. එනම් ජිව රසායන විද්‍යාවේ දී ස්වාභාවිකව සිදුවන ක්‍රියාවලියේ දී ප්‍රෝටීන නිර්මාණය කිරීම වේ.,0.0
"මුළු මහත් ලෝක වාසීන්ගේම ගෞරවාදරයට පාත්‍රවූ සමනළ කන්ද බෞද්ධ බැතිමතුන් ගේ මුදුන් මල් කඩ සේ සැළකෙයි.""සප්ත කන්‍යා"" නම් වූ කඳු හතකින් වට වූ ""ශ්‍රී පාදය"" සොබා දහම් මාතාව ගේ අපූර්වතම නිර්මාණයක් වනවා සේ ම ශ්‍රී ලංකාද්වීපයට ආශිර්වාදයක් වී තිබේ.","සමනල කන්ද‍‍‍‍‍‍යනු මධ්‍යම ශ්‍රී ලංකාවේ පිහිටා ඇති 2,243 m (7,359 ft) උස කේතුකාකාර කන්දකි. එය බෞද්ධ සම්ප්‍රදායට අනුව බුදුන් වහන්සේගේ පාද සටහන ලෙස සැලකෙනශ්‍රී පාදය, එනම්, ""පූජනීය පාද සටහන"" නම් කඳු මුදුන ආසන්නයේ පිහිටි 1.8 m (5 ft 11 in) පාෂාණ සැකැස්ම සඳහා ප්‍රසිද්ධය.හින්දුසම්ප්‍රදායට අනුව හනුමාන් හෝ ශිව, එනම්, ""ශිවගේ ආලෝකයේ කන්ද"", ලෙස සැළකේ. මේ සියලු විශ්වාස ලිඛිත මූලාශ්‍ර මත පදනම්ව ඇතත් කිසිඳු විද්‍යාත්මක හෝ පුරාවිද්‍යාත්මකතහවුරු කිරීමක් නැත.",0.78
පරිගණය නිෂ්පාදනය කරන මෙහොතේම එම නිෂ්පාදන ආයතනය විසින් තැම්පත් කරනු ලබයි.එය ROM - Read Only Memory ලෙස හදුන්වනු ලබයි.මෙය විදුලිය මත රදා නොපතින මතකයකි.(Non - Volatile Memory ) .එනම් පරිගණකයේ විදුලි සැපයීම විරහිත කරා වුවද මෙම මතකය ඉවත් නොවේ. පරිගණකය ක්‍රියාකිරිම හෙවත් Boot වීමට අවශ්‍ය පරිගණක ක්‍රමලේඛණය වන BIOS Programme මෙහි තැම්පත් කර ඇත.,රෝගය උත්සන්න වන අවස්ථා වලදී ක්ෂාරීය පොස්පේටේස් (Alkaline phosphatase) සහ අස්ථි-විශේෂිත ක්ෂාරීය පොස්පේටේස් (Bone-specific alkaline phosphatase) මට්ටම් සායනිකව මැනීමෙන් හඳුනාගත හැකිය. FOP රෝගයේ තවත් ප්‍රධාන රෝග ලක්ෂණයක් වන්නේ විකෘති වූ දුරස්ථ පළමු පාදස්ථ අස්ථියක් (Distal first metatarsal) සහ අතුරුදහන් වූ හෝ අසාමාන්‍ය පළමු ෆැලන්ක්ස් (First phalanx) සහ/හෝ අන්තර් ෆැලන්ජියල් සන්ධියක් (Interphalangeal joint) සහිත කෙටි වූ මහපට ඇඟිල්ලකි.,0.11
4.ඇද උඩ හොදින් ඇදට හේත්තු වී කෙලින් අතට වාඩි වෙන්න.කොන්දට කොට්ටයක් තබා වාඩිවීම සුදුසුය.,4.ඇද උඩ හොදින් ඇදට හේත්තු වී කෙලින් අතට වාඩි වෙන්න.කොන්දට කොට්ටයක් තබා වාඩිවීම සුදුසුය.,1.0
"ඔහු අවුරුදු 17 දී, එනම් වර්ෂ 1937දී, ඔහු මුලින්මඅහංගමපියදිගම සාරිපුත්ත විද්‍යාලයේ ගුරුවරයෙකු ලෙස කටයුතු කළේය. ඔහු සතුව තිබූ විශිෂ්ට කාව්‍ය දක්ෂතා නිසාකුමාරතුංග මුනිදාස මහතාඔහුට ""සුබස් පතිං කිවිති"" යන ගෞරව නාමය පිරිනැමීය.","කලාසූරීඅරිසෙන් අහුබුදු(1920 මාර්තු 18 – 2011 මැයි 26)සිංහලබස පිලිබද වියතෙකි. එතුමා ශ්‍රී ලංකාවේ කීර්තිමත් කතුවරයෙක්, කථිකයෙක්, ශාස්ත්‍රඥයෙක්, නාට්‍ය රචකයෙක්, ගුරුවරයෙක්, සිංහල ගීත රචකයෙක්, සහ කවියෙක් වීය. තව දහෙළ හවුලේකැපී පෙනෙන සාමාජිකයෙක් ලෙස ද ඔහු ප්‍රසිද්ධියක් ඉසිළීය. ඔහු රාජ්‍ය සාහිත්‍ය සම්මාන තුනක් දකලාශූරීනාමය දහොඳම ගීත රචකයාට පිරිනැමෙනසරසවි සම්මානයදහිමි කරගෙන ඇත.",0.74
"උපාධි පාඨමාලා 240 ක්, වැඩ සටහන් 150 ක්, විශේෂඥ වැඩසටහන් 24 ක් සහ පශ්චාත් උපාධි අධ්‍යයන වැඩසටහන් 86 ක් ඇත.","SUSU හි දී, දුරස්ථ ඉගෙනුම් ක්‍රමවේදයන් වැඩි දියුණු කර ඇත e-learning සහ b-learning - මෙන්මMOOCආකෘතියේ දැවැන්ත දුරස්ථ අධ්‍යාපන පාඨමාලාද වර්ධනය කර ඇත.",0.7
මානව හිමිකම් සුරැකීම ශිෂ්ට සම්පන්න සමාජයක ලක්ෂණයකි,මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,0.7
"ලංකා හරිත තේ ප්‍රධාන වශයෙන් ම නිෂ්පාදනය කරනුයේ ඇසමීස් (Assamese)තේ ගබඩාවේ ය. ඌව පළාතේ ඉදල්ගස්හින්න ප්‍රදේශයේ මේවා වගා කරනු ලැබේ. ලංකා හරිත තේ සම්පූර්ණ දලුව ලෙසින් ම පවතින අතර ඇසමීස් බීජ ගබඩාවේ නිපදවන මේවා තියුණු කහට රසයකින්, මෝල්ටීයතාවයෙන් සහ පෝෂ්‍යදායී ගුණයෙන් යුක්ත ය.",ඉහත නිර්වචන වලින් පැහැදිලිවන පොදු අදහස වන්නේ යම් රටක දේශීය වශයෙන් නිෂ්පාදනය කරන භාණ්ඩ තවත් රටකට විකිණිමේ අරමුනින් යැවීම අපනයනය වන බවයි. ශ්‍රී ලංකාවේ අපනයන යත්න මගින් ආවරණය වන්නේ කෘෂිකාර්මික අපනයන කාර්මික අපනයන ඛනිජ ද්‍රව්‍ය අපනයන හෝ වර්ග නොකල අපනයන වේ. කෘෂිකාර්මික අපනයන යටතේ තේ පොල් රබර් ආදියද කාර්මික අපනයන යටතට ආහාර පාන වර්ගද දුම්කොළ සහ රෙදි පිළි සහ ඇඟලූම් යන්ත්‍ර සූත්‍ර උපකරණ ආදියද ඛනිජ ද්‍රව්‍ය අපනයන යටතේ මැණික් හා වෙනත් ඛනිජ ද්‍රව්‍ය අපනයන ඇතුලත් වේ.,0.8
"සංචාරක ව්‍යාපාරය කර්මාන්තයකි. කර්මාන්තයක් ලෙස එහි සිදුවන මනුෂ්‍ය ක්‍රියාකාරකම් හා විශේෂයෙන් ස්ථාන හෝ ප්‍රදේශයන්ගෙන් ලැබෙන අත්දැකීම් හා ගමනාගමනය හා සංචාරය පිළිබඳවත් ඊට අදාළව කෙරෙන අධ්‍යයනයක් වශයෙන් සංචාරක භූගෝල විද්‍යාව හැඳින්විය හැකිය. භූගෝලියව සලකා බැලු විට සංචාරක කර්මාන්තයේ කොටස් වන්නේ සංචාරයේ මුලාරම්භය (සංචාරය ආරම්භ වන ප්‍රදේශය), සංචාරයේ අවසානය (සංචාරක සේවා සපයන ආයතන) හා ආරම්භය හා අවසානය අතර සම්බන්ධය ඇති කරවන ප්‍රවාහන මාර්ග, ව්‍යාපාරික සම්බන්ධතා හා උපදේශනයට ඇති කැමැත්ත යන කරුණුය.","කුරැලු පාරාදීසයක් ලෙස සැලකෙන මාදු ගඟ පරිසර පද්ධතියේ පක්ෂි විශේෂ 100ක් පමණ දැකගත හැක.දියකාවුන්, කොකුන්, කොරවක්කන්, පිළිහුඩුවන් මෙන්ම ලංකාවට ආවේණික කුරුල්ලන් වන ගිරා මලිත්තා,හිස දුඹුරු දෙමලිච්චාද මාදු ගඟ තුරුලතා වල නිතර ගැවසේ.",0.07
බ්‍රහ්මයෙකු ඔහුගේ ජීවිතය කාලයේදී පිළිගත යුතු සංස්කාරයන් නොහොත් පිළිවෙත්16ක් දක්වා ඇත. ඵ්වා පහත සඳහන් කරයි.,සිය ආගමික පුනර්ජීවන ව්‍යාපාරය තුළ බටහිර ශිල්ප ක්‍රම හදුන්වා දෙමින් නූතන දමිල ලේඛන කලාවට ද මග පෑදූ හෙතෙම ක්‍රිස්තියානි මිෂනාරි පාසල්වලට එරෙහි ව නූතන විෂයන් ද ඉගැන්වුණු හින්දු විද්‍යාල ආරම්භ කිරීමට ද මුල් විය. හින්දු ධර්මයේ ඉපැරණි ම ශාඛාව වූ ශෛවවාදය රැකගැනීමට ඉදිරිපත් වූ හෙතෙම දමිල පොතපත සහ හින්දු ආගමික ග්‍රන්ථ ප්‍රකාශනය සදහා මුද්‍රණාලයක් ද අරඹන ලදී.,0.68
