text,label
ඩාවින්ගේ විද්යාත්මක සොයා ගැනීම ජීවී විද්යාත්මක සංකලනයන් එක්සත් කිරීමේ න්යායක්ද විය,
පස් අවුරුද්දක් තුල කේම්බ්රිජ් විශ්ව විද්යාලයේදී ලබාගත් දැනුම් සම්භාරය සමග මුසුවුණු එච්,
බීගල් නෞකා චාරිකාවෙන් ලබාගත් අත්දැකීම් පරිණත භූ ගර්භ විද්යාඥයෙකු බවට පත්වන්නට ඩාවින්හට මහත්සේ උපකාරී විය,
තවද මෙසේ ලබාගත් දැනුම හා සොයාගැනීම් චාල්ස් ලයිල් ගේ ඒකීයත්වය සම්බන්ධයෙන් පළවූ මතවාදය හා සහ සම්බන්ධ විය,
ඩාවින් පළකල සමුද්රීය චාරිකාවේ ග්රන්ථය නිසා ඔහු තව තවත් ප්රසිද්ධියට පත් විය,
සිය ගවේෂණ චාරිකාවේදී සොයා ගත් භූ විද්යාත්මක වන ජීවී ප්රභේදයන් හා ඉපැරණි පොසිල තුලින් මතුවූ සාක්ෂි වලින් වික්ෂිප්ත භාවයට පත් ඩාවින් තවදුරටත් සංකීර්ණ වූ පර්යේෂණ කරා යොමු විය,
1838 දී ස්වභාවික වරණාත්මක ක්රියාවලිය නම්වූ සිය න්යාය තවදුරටත් ප්රගුණ කොට ප්රකට කළේය,
සමකාලීන ස්වභාව විද්යාඥයන් හා අදහස් හුවමාරු කරගත් ඩාවින් සිය භූගර්භ විශ්ලේෂණයන් වෙනුවෙන් ප්රමුඛත්වය ලබාදුන්නේය,
1858 දී ඇල්ෆ්රිඩ් රසල් ඩාවින් වෙත චාරිකාවක් ඉදිරිපත් කළ අතර දෙදෙනා එක්ව පොදු මතවාදයක් ලෙසින් එය ග්රන්ථාරූඪ කළේය,
ඩාවින්ගේ සොයා ගැනීම් ජීවී පරිණාමයේ ක්ෂය වීම සහ සම්බන්ධ වූ වෙනස් වීමේ ක්රියාවලියක් වූ අතර එම මතය ජීවී ප්රභේදයන්ගේ ඉදිරි පැවැත්ම උදෙසා ස්වභාව ධර්මයාගේ සහයෝගය පිළිබදව කදිම පිළිතුරක් විය,
1871දී ඩාවින් මානව ශිෂ්ඨාචාරයේ පරිණාමය ලිංග භේදයන්ට අනුව මිනිස් වර්ගයා තුලින් සිදුවන්නක් බවත් ලිංග භේදයන්ට අනුව මිනිසා හා සත්වයන්ගේ භාව ප්රකාශනය එම උද්වේගයන්ට අනුව සිදුවන බවත් සොයාගත්තේය,
ශාක ප්රභේදයන් සම්බන්ධයෙන් පරීක්ෂණ සිදුකළ ඩාවින් ඒ සම්බන්ධව ග්රන්ථ කීපයක් ලොවට දායාද කළ අතර අවසාන කාලයේදී ගැඩවිලි පණුවන්ගේ ක්රියාකාරීත්වය පාංශු සංරක්ෂණය කෙරෙහි බලපාන ආකාරය සම්බන්ධව දීර්ඝ අධ්යයනයක් කළේය,
ඔහු දරුවන් එකොලොස් දෙනෙකුගෙන් වූ පවුලේ පස්වැන්නා විය,
ඩාවින්ගේ මවගේ පියා ජොෂියා  වෙජ්වුඩ්  නම් වූ අතර පියාගේ පියා එරාස්මස්  ඩාවින් නම් විය,
ස්වභාව ධර්මය පිළිබඳව වූ දැඩි ඇල්ම නිසා එඩ්න්බරෝ විශ්ව විද්යාලයේ තම වෛද්ය  අධ්යාපණය අතහැර දැමූ ඩාවින් කේම්බ්රිජ් විශ්ව විද්යාලයට ඇතුලත් වී ස්වභාව ධර්මයේ සිද්ධාන්තයන් පිළිබඳව අධ්යයනය කලේය,
බීගල් නෞකා චාරිකාවට සහභාගී වීම තුලින් භූ විද්යාව පිළිබඳව මනා දැනුමක් ලබාගත් ඩාවින් පසුව ස්වභාවික වරණාත්මක ක්රියාවලිය ලොවට හඳුන්වා දීමට කටයුතු කළේය,
"එස් බීගල් නෞකාවේ දෙවන මුහුදු ගමන 
එච්",
බීගල් නෞකාවේ දෙවන මුහුදු ගමන 1831 දෙසැම්බර් 27 වන දින සිට 1836 ඔක්තෝබර් 2 වන දින දක්වා වූ අතර කපිතාන් රොබට් ෆිට්ස්රෝයි යටතේ එය මුහුදුගත කරන ලදී,
නෞකාව තුල භූ විද්යාව සම්බන්ධව විශේෂඥ වරයෙකු සිටීමේ අවශ්යතාව වටහාගත් ෆිට්ස්රෝයි භූ විද්යාඥයෙකු හා තම සහකරු වශයෙන් උපාධීධර ඩාවින් සහභාගී කරවා ගැනීමට කටයුතු කළේය,
නාවික ගවේෂණය අවසානයේදී භූ විද්යාඥයෙකු ලෙසටත් පොසිල රැස්කරන්නෙකු ලෙසටත් සිය නාමය ගොඩනංවා ගැනීමට සමත්වූ ඩාවින් ද වෝයේජ් ඔෆ් ද බීගල්  නම් වූ කෘතිය පළකරමින් ලොපතල ලේඛකයෙකු ලෙස ප්රසිද්ධියට පත් වුනේය,
" ඩාවින්ගේ පරිණාමවාදී මූලධර්මයේ ආරම්භය 
පරිණාමවාදය පිළිබඳව ගවේෂණය කිරීමට ඩාවින් යොමු වූයේ එච්",
මුලදී තම පුතා පූජකවරයෙකු බවට පත් වනු දැරීම අපේක්ෂා කළ ඩාවින්ගේ පියා පසුව ස්වභාව විද්යාඥයෙකු බවට පත් වීම සඳහා ඩාවින් හට අවසර ලබා දුන්නේය,
මෙලෙස තම මූලධර්මය යථාර්තයක් බවට පත් කිරීම සඳහා නොකඩවා වෙහෙසුණු ඩාවින් පසු කලෙකදී පරිණාමවාදයේ පියා ලෙස විරුදාවලි ලැබුවේය,
" ස්වභාවික වරණාත්මක ක්රියාවලිය 
ස්වභාවික වර්ණාත්මක ක්රියාවලිය ක්රමානුකූල ක්රියාවලියක් වන අතර එය පරිණාමවාදයේ පදනමයි",
ඩාවින් තම සොයා ගැනීම  වර්තමාන විද්යාඥයන් විසින් පිළිගන්නා වරණාත්මක අභිජනනය සමඟ සසඳා බැලීමට කටයුතු කළ අතර වරණාත්මක අභිජනනය එකල කෘතිම වරණාත්මක ක්රියාවලිය ලෙස හැඳින්වුණි,
" විවාහය 

චාල්ස් ඩාවින් විවාහ වූයේ තම නෑනන්ඩිය වූ එමා වෙජ්වුඩ්  සමඟයි",
විවාහ උත්සවය 1839 ජනවාරි මස 29 වන දින ක්රිස්තියානි ආගමේ චාරිත්ර වාරිත්ර වලට අනුකූලව පවත්වන ලදී,
"එය ඉතා ඉහලින් පැවැත්විය


 ඔහුගේ දරුවන් 
ඩාවින් හට දරුවන් දස දෙනෙක් සිටි අතර ඔවුන් අතරින් දෙදෙනෙකු කුඩා අවදියේදී මියගොස් ඇත",
" ඩාවින් විසින් රචිත කෘතීන් 
ඩාවින් කෘතීන් බොහොමයක් රචනා කළ රචකයෙක් විය",
ද වොයේජ් ඔෆ් ද බීගල්  නම් වූ කෘතිය තුලින් කතුවරයෙකු වශයෙන් තම නාමය ගොඩනංවා ගත් ඩාවින් භූ විද්යාඥයෙකු  වශයෙන් කටයුතු කරමින් දකුණු ඇමරිකාවේදී කෘතීන් කීපයක් පළ කළේය,
කොරල්පර ජනනය වන ආකාරය පිළිබඳව ගවේෂණය කළ ඩාවින් ඒවාහි ඇලී ජීවත් වන බෙල්ලන් විශේෂයක්  පිළිබඳව කෘතියක් රචනා කළේය,
ජීවී විශේෂයන්ගේ ආරම්භය පිළිබඳ වූ ඔන් ද ඔරිජින් ඔෆ් ස්පයිසස්  නම් කෘතිය ඩාවින්ගේ රචනා කෞෂල්ය මැනවින් විදහා දක්වන්නකි,
වර්ෂ 1859 නොවැම්බර් 24 දින ඩාවින් විසින් ප්රකාශයට පත් කළ ඵය පරිණාමවාදී ජීව විද්යාවේ පදනම වශයෙන් සැලකිය හැක,
මිනිසාගේ පැවැත්ම  සහ මිනිසා හා සත්වයන් තුල ජනනය වන හැඟීම් විග්රහ කිරීම   පිළිබඳ වූ ග්රන්ථ සමාජය තුල සැලකිය යුතු බලපෑමක් ඇති කිරීමට සමත් විය,
ශාක පිළිබඳව ඩාවින් රචනා කළ කෘතීන් අතරින් පහත සඳහන් ඒවා වැදගත් තැනක් ගනී,
රැග්ඩ් දුපත යනු වර්ග කිලෝමීටර 23  ක දකුණු බහමාස් හි පිහිටි දිවයිනක් සහ දිස්ත්රික්කයකි,
රැග්ඩ් අයිලන්ඩ් යනු ජුමෙන්ටෝස් කේස් සහ රැග්ඩ් අයිලන්ඩ් දාමය හි කොටසකි,
අඩ සඳ හැඩැති දාමය කිලෝමීටර 180 කට වඩා වැඩිය දිග සහ රකූන් කේ හොග් කේ සහ ඩබල්බ්රෙස්ට් කේ ලෙස හඳුන්වන කේස් ඇතුළත් වේ,
විලියම් ජෝර්ජ් ලොක්හාර්ට් හට 18 වැනි සියවසේ දී දිවයිනේ අයිතිය ලබා දී ඇති බව සඳහන් වේ,
2017 සැප්තැම්බර් 8 වන දින ඩන්කන් නගරයට ඉර්මා සුළි කුණාටුවෙන් සෘජුවම පහර වැදුණි,
කුබුන්ටු යනු මූලික උබුන්ටු මෙහෙයුම් පද්ධතියෙන් බෙදී ගිය මෙහෙයුම් පද්ධතියකි,
මෙහි ජීනෝම් චිත්රක පරිශීලකය වෙනුවට කේඩීඊ චිත්රක පරිශීලක පරිසරය යොදාගෙන ඇත,
මෙය උබුන්ටු ව්යාපෘතියේම කොටසක් වන අතර උබුන්ටු හී  යොදාගෙන ඇති මෙහෙයුම් පද්ධති ආකෘතියම යොදාගෙන ඇත,
මෙම උබුන්ටු සහ කුබුන්ටු යන මෙහෙයුම් පද්ධති දෙකම එකම පරිගණකයක ස්ථාපනය කර ගැනීමෙන් මාරුවෙන් මාරුවට භාවිතා කළ හැකිය,
උබුන්ටු මෙන්ම කුබුන්ටු සඳහා ඳ එකම ගොනු එකතුවක්  භාවිතා  කරයි,
" නාමය 
කුබුන්ටු යන නාමය පද දෙකක එකතුවක් ලෙස දැක්විය හැකිය",
කේ මගින් කුබුන්ටු හී භාවිතා වන කේ චිත්රක පරිශීලක පරිසරය නිරූපනය වන අතර උබුන්ටු යන්නෙහි  අරුත  අන් අයට මානුෂිකත්වය ලෙස සරලව දැක්විය හැකිය,
කුබුන්ටු යන්නෙහි තවත් අරුතක් ලෙස නොමිලේ යන්න දැක්විය හැකිය,
බෝහෝ දෙනෙක් ප්රථමයෙන් උබුන්ටු ස්ථාපනය කර පසුව කේඩීඊ එයට එකතු කරන අතර නැතහොත් සම්පූර්ණ කුබුන්ටු වැඩතල පාරවැඩසටහන් උබුන්ටු මත ස්ථාපනය කරගනු ලබයි,
කුබුන්ටු හී වැඩතලය සම්පූර්ණයෙන්ම පාහේ වෙනස් කර ඇත,
කුබුන්ටු හී වැඩතලය නිමවා ඇත්තේ අනෙකුත් මෙහෙයුම් පද්ධති වල  වැඩතලයන් හී පිරිසැලසුමට අනුකූලව බැවින් භාවිතා කරන්නාට පහසුවෙන් කුබුන්ටු වලට මාරුවිය හැකිය,
කුබුන්ටු හී අනෙකුත් මෙහෙයුම් පද්ධති හා සමානවම වැඩ සටහන් සපයා ඇති අතර අනෙකුත් මෙහෙයුම් පද්ධති වල දැකිය නොහැකි වැඩසටහන් ද දැකිය හැකිය,
සම්මත කේඩීඊ4 ස්ථාපනය සමග ත්රිමාන පෙනීමද ලබා ගත හැකිය,
" ගැලරිය 


 නිකුත් කිරීම් 
කුබුන්ටු සහ උබුන්ටු යන දෙකම එකම නාම සහ අනුවාද පද්ධතිය භාවිතා කරයි",
සෑම නිකුතුවකටම කේත නාමයක් සහ අනුවාද අංකයක් ඇති අතර එය අදාල නිකුත් කිරීම කරනු ලබන වර්ෂය සහ මාසය මත රදා පවතී,
කුබුන්ටු සඳහා නිකුත් කළ දින සිට මාස 18 කාලයක් සඳහා සහාය  සහ යාවත්කාලීන කිරීම් ලබාදේ,
උබුන්ටු හී ඕනෑම අනුවාදයක කුබුන්ටු අනුවාදය ද ලබා ගත හැකිය,
කුබුන්ටු ස්ථාපනය සඳහා අවශ්ය අවම පද්ධති අවශ්යතා පහත දැක්වේ,
ජාතියක් යනු තමන්ට පොදු උරුමයක් ඇතැයි  හඳුන්වාගන්නා මානව කණ්ඩායමකි,
1815 මාර්තු 2 දක්වා සිංහලේ හෙවත් සිංහල රාජධානිය නමින් හැඳින්වූ වත්මන් ශ්රී ලංකාවේ ප්රධාන ඡන කොට්ටාශය සිංහල වන අතර ඔවුන්ගේ මවු බස සිංහල භාෂාව වෙයි,
ශ්රී ලංකාවේ සිංහලයින් මිලියන 15ක් පමන වෙසෙන අතර 320000 පමන වෙනත් රටවල වෙසෙයි,
පණ්ඩුකාභය රජ දවස සිංහල ජාතිය පිලිබඳ සංකල්පය දියුණුවී තහවුරු වූ බවට විශ්වසකෙරේ,
500ත් අතරදී බෙන්ගාලයෙන් පිටුවහල් කරන ලද විජය කුමරු සහ ඔහුගේ හත්සිසයයකගෙන් යුත් පිරිවරගෙන් බවට මහවංශයේ සඳහන් වේ,
13වන ශතවර්යේදී ධම්මකිත්ථි තෙරනුවන් ග්රන්තාරූඩ කල චූලවංශය අනුරාධපුර සහ පොලොන්නරු රාජධානි වල ඉතිහාසයට ලිඛිත සාක්ෂි දරයි,
අශෝක අධිරාජයා ඔහුගේ පුත් මිහිඳු තෙරනුවන් හරහා ක්රි,
සිංහල ජනයා සහ වැදි ජනයා අතර සුළු වෙනස්කම් ඇති නමුත් වසර 2500ක් තුලදී වුනු මිශ්ර වීම් නිසා සිංහල ජනයා අතර වෙනස්කම් ඇත්තේ අල්ප මාත්ර තරමින්ය,
සාම්ප්රදායික කොරියානු වෛද්යය ශාස්ත්රය  යනුවෙන් අදහස් වනුයේ කොරියාව තුළ සංවර්ධනය වී භාවිත වන සාම්ප්රදායික වෛද්යය ශාස්ත්රය යි,
සාම්ප්රදායික කොරියානු වෛද්යය ශාස්ත්රය කොරියාව තුළ මෙන්ම ඉන් පිටත කොරියානු ප්රජාවන් අතරද බෙහෙවින් ජනප්රියය,
මෙම වෛද්ය ශාස්ත්රය තුළ ශරීරයේ කෘත්යමය යාන්ත්රණයට වඩා ප්රත්යක්ෂ අන්තර්ක්රියාකාරීත්වයන් කෙරෙහි වැඩි අවධානයක් යොමු කරයි,
" ඉතිහාසය 
කොරියානු වෛද්යය සම්ප්රදායන්ගේ ආරම්භය ඉපැරණි සහ ප්රාග් ඓතිහාසික යුගයෙන් සනිටුහන් වන අතර එය ක්රි",
මන්දයත් උතුරු හැම්යොං  ප්රදේශයෙන් හමුවී ඇති පුරාණ ගල් සහ අස්ථි ඉදිකටු අයත් වන්නේද එම යුගයට නිසාය,
ගොජොසෙයොං හෙවත් කොරියාවේ ආරම්භය පිළිබඳ පුරාවෘත්තයේ මිනිස් උපතක් පතා කොහොඹ  හා සුදුළූණු ආහාරයට ගත් කොටියෙකු හා වලසෙකු පිළිබඳ කතාන්තරයක් වේ,
සම්ගක් යුසා ගේ කාලයේ පමණ ලියන ලදැයි සැලකෙන ජෙවන්ග් උන්ගි  හි ද කොහොඹ සහ සුදුළූණු කෑමට ගත හැකි ඔසු ලෙස හඳුන්වා දී ඇත,
මන්ත්ර ජපකිරීම් හා යාතිකා මගින් රෝග සුවකිරීම් ප්රබලව පැවති අවධියේදී පවා කොරියාව තුළ රෝග සුවකිරීමට ඖෂධීය පැළෑටි භාවිත වූ බව මින් පැහැදිලි වේ,
කොරියානු ත්රී රාජධානි කාල පරිච්ඡේදය  තුළ කොරියානු වෛද්යය ශාස්ත්රය පුරාණ චීන වෛද්ය වැනි වෙනත් සාම්ප්රදායික වෛද්යය ශාස්ත්රයන්ගේ ආභාෂය ලැබීය,
චීන වෛද්යයේ ආභාෂයත් සමග ගොඉයෝ  රාජ වංශයේ දී දේශීය ඖෂධ පැළෑටි පිළිබඳ වඩාත් තීව්ර පරීක්ෂණ පැවැත්වුණු අතර එහි ප්රතිඵලයක් ලෙස දේශීය ඖෂධ පැළෑටි පිළිබඳ බොහෝ පොත් ප්රකාශයට විය,
වත්මන් වෛදය න්යායන්ට පදනම් ව ඇත්තේ සොං රාජවංශයේ  සහ යුවාන් රාජවංශයේ  පාලන සමයන් තුළ භාවිත වූ ඔසුය,
මෙම ඖෂධයෝගය පිළිබඳ පිළිබඳ වර්ගීකෘත එකතුව  ට වඩාත් වැඩි පර්යේෂණ වටිනාකමක් හිමිවනුයේ බොහෝ කාලයක් තිස්සේ අස්ථානගතව ඇති ඉපැරණි චීන වෛද්ය පොත්වල අන්තර්ගතයන් එහි අඩංගු බැවිනි,
මෙම ග්රන්ථයේ සමකාලීන කොරියානු මෙන්ම චීන ඔසුද ඇතුළත් වූ අතර එය චීනජපන් හා වියට්නාම වෛද්ය විද්යාවන්ට ද වැදගත් කෘතියක් විය,
මීළඟ පිළිගත් පුද්ගලයා වන සාම්  16 වන සියවසේ පමණ ජීවත් වන්නට ඇතැයි විශ්වාස කරන පූජකවෛද්යවරයෙකි,
එතුමාගේ සැබෑ නම උපත වැනි කරුණු පිළිබඳ පැහැදිලි දත්ත හමු නොවුවද ප්රසිද්ධ භික්ෂුවක් වූ සම්යැං හිමි  යටතේ අධ්යාපනය ලබා ඇත,
පංච ධාතු න්යාය  භාවිතයට ගන්නා කටු චිකිත්සක සම්ප්රදායක් වර්ධනය කරන ලද්දේ ඔහු විසිනි,
සාසං දර්ශවාදය   යනු සාම්ප්රදායික කොරියානු වෛද්ය හා සම්බන්ධ ඊලඟ ප්රධාන බලපෑමයි,
ලී ජෙමා විසින් කොන්ෆියුසියස්වාදයේ බලපෑම හා සායනික අත්දැකීම් ඔස්සේ සිදුකළ විධිමත් නිගමනයන් ඔහු විසින් රචිත පෙරදිග වෛද්ය විද්යාව තුළ ජීව ආරක්ෂණයේ වැදගත්කම  යන ග්රන්ථයෙහි අඩංගු වේ,
එක් එක් පුද්ගලයා අනුව වෙනස් වන විවිධ ව්යධිකායකර්ම  හේතුවෙන් එකම රෝගය සුවකිරීමට විවිධ රෝගීන්ට විවිධ ඔසු ආලේප අවශ්ය බව ඔහු දැන සිට ඇත,
රෝග හා ඔසු සඳහා දක්වන විවිධ ප්රතිචාර මත පදනම් වූ රෝගීන්ගේ තනි තනි වෙනස්කම් සාසං දර්ශවාදය  තුළ කේන්ද්ර වී ඇත,
නිසි රෝග විනිශ්චයෙන් හඳුනාගන්නා රෝග මූලයට පිළියම් කිරීමෙන් රෝගය සුව කළ යුතුය,
පළමුව එක් එක් රෝගියාගේ ව්යධිකායකර්ම  හෝ අභ්යන්තර ඉන්ද්රිය නිශ්චය කිරීම මෙම රෝග විනිශ්චය ක්රමයේ යතුර ලෙස සලකයි,
ලී විසින් පුද්ගල පෞරුෂත්වය ප්රමුඛ චිත්තවේග මත පදනම්ව මිනිසුන් ප්රධාන වර්ග හතරකට වර්ගීකරණය කෙරුණු අතර එක් එක් වර්ගය සඳහා වෙනම ප්රතිකාර ක්රම දියුණු කළේය,
රෝග අධ්යයනය හා ප්රතිකාර ක්රම සංවර්ධනය සඳහා පදනම ලෙස සායනික සාක්ෂි වඩාත් බහුල ලෙස භාවිතා කරන ලදී,
දේශපාලනයෙන් ඉවත්වුණු විද්වතුන් රෝග ප්රතිකර්ම කෙරෙහි කැපවීමේ ප්රතිඵලයක් ලෙස නව සම්ප්රදායික වෛද්ය පාසල් ස්ථාපිත කරන ලදී,
පොදු ජනතාව සඳහා ඖෂධ පිළිබඳ සරල පොත් ප්රකාශයට පත් කරන ලදී,
අධ්යයන මගින් පෙන්වා දෙන පරිදි ක්සත් ජනපදය තුල ජීවත් කොරියානු සංක්රමණිකයන්ගෙන් අඩකට වැඩි පිරිස අවම වශයෙන් දිනකට යම් වේලාවක් තුළ හෝ බටහිර ක්රමෝපායන්ට සමගාමීව සාම්ප්රදායික සුවකිරීමේ චාරිත්ර ප්රගුණ කරයි,
බටහිර ආචාරවිධි වල ආභාෂයත් සමග නව සංක්රමණිකයන් අතරින් සාම්ප්රදායික ක්රමවේද ක්රමයෙන් අභාවයට යනු ඇතැයි අනුමාන කෙරුණද දෙවන හා තුන්වන සංක්රමණික පරම්පරා අතරද සාම්ප්රදායික ක්රමවේද භාවිතය නොනැසී පවතින බවට සාධක ඇත,
බොහෝ කොරියානු සංක්රමණිකයන් දරන සමාන අදහස නම් හුදෙක් ඇමරිකානු වෛද්යවරුන් තම රෝගීන්ට ප්රතිකාර කරන ආකාරය මිනිස් සිරුරේ ආධ්යාත්මික පදනමෙන් දුරස්ථ හා විසන්ධි බවයි,
පර්යේෂණාත්මක සංඛ්යාලේඛණ විග්රහයකට අනුව බටහිර ප්රතිකර්මයන්ට වඩා සාම්ප්රදායික ප්රතිකර්ම තුළින් රෝගියාගේ මානසික තත්ත්වය වඩාත් සන්සුන් කරන අතර එමගින් භාවාත්මක සුබ සිද්ධිය වැඩි දියුණු වන බව සොයාගෙන ඇත,
වැඩිහිටි සාත්තු සේවා පිළිබඳ විශේෂ දැනුමැති වෛද්ය පහසුකම් සපයන්නන් විසින් තම කොරියානු රෝගීන් අතර පමණක් නොව කොකේසියානු ඇමරිකානුවන් අතර පවා සාම්ප්රදායික කොරියානු වෛද්යක්රම භාවිතයේ ඇති සාර්ථකත්වය වාර්තා කර තිබේ,
එම ශාක ද්රව්යය මල් ශාක පඳුරු ගස් පාසි පාසි මීවන ඇල්ගී මුහුදු පැලෑටි හෝ දිලීර විය හැක,
ශාක සම්පූර්ණ වශයෙන් හෝ කොටස් වශයෙන් භාවිතා කරයි,
එක් එක් සංස්කෘතිය හෝ වෛද්ය ක්රමය තුළ විවිධ වර්ගයේ ඖෂධ වෘත්තිකයින් වේ වෘත්තීය හා ගෘහස්ථ ඔසු වවන්නන් ශාක රැස්කරන්නන් හා ඖෂධ සම්පාදකයන් ලෙස ඔවුන් වර්ග කළ හැක,
නැවුම් වියළාගත්පූර්ණ හෝ කැබලි වශයෙන් ආදී ලෙස විවිධ ආකාර වලින් මෙම ශාකමය ඔසු පැවතිය හැක,
ශාකද්රව්ය යම් දියරයක පොඟවා ගැනීමෙන් තැම්බුම්සාරද  නිශ්චිත වේලාවක් තුළ මඳගින්නේ තම්බාගැනීමෙන් කසාය වර්ගද සකසනු ලබයි,
පලතුරුඇට පොතු හා මුල් අඩංගු කසාය වර්ග සඳහා උදාහරණ ලෙස රෝස ඵල කුරුඳු පොතු හා වැල්මී මුල් හැඳින්විය හැක,
නැවුම් හා වියළි ශාකසාර මධ්යසාර තුළ බහාලන විට බෙහෙත් වතුර හා මිශ්ර කිරීමද විනාකිරි තුළ බහාලන විට කුඩාවට කැබලි කිරීමද සිදුවේ,
ඒවා එළවළු ග්ලිසරීන් වැනි පැණි වලද මී පැණිවලද බහා තැබීමෙන් පරිරක්ෂණය කරනු ලබයි,
මධ්යසාර අවම ප්රණීත රසයන්ගෙන් යුත් ඔසු කුඩා දරුවන්ට සුදුසුය,
යම් රෝගයක් සුව වීම කෙරෙහි රෝගියාගේ මානසිකත්වයේ බලපෑම පිළිබඳ හොඳින් දන්නා බොහෝ ඔසු වෙදුන් ඉතා සූක්ෂම ලෙස රෝගියාගේ බුද්ධිමයභාවාත්මකකායික හා ආධ්යාත්මික අවධානය තම සුව කිරීමේ කාර්යය සඳහා භාවිත කරයි,
මෙම සෑම ක්රමයක්ම එක් එක් ප්රදේශයේ ඖෂධ චාරිත්ර අනුව විවිධ වේ,
එබැවින් ඖෂධ ඒවායේ ස්වභාවය මත ශ්රේණිගත කිරීමේදී ඖෂධ මාත්රා තීරණය කිරීමේදීසිදුවියහැකි අතුරු ආබාධ වටහාගැනීමේදී වෙනත් ඔසු සමග සිදුවිය හැකි අන්තර්ක්රියා පිළිබඳ විශේෂ අවධානයක් යොමු කළ යුතුය,
ආහාර  හා තේ සඳහා භාවිත කරන ඖෂධීය හතු වර්ග ශාකසාර ඔසු සඳහා මනා නිදසුනකි,
ප්රතිශක්තිකරණ පද්ධතියේ ක්රියාකාරීත්වය විධිමත් කිරීමේ හැකියාවක් හතු සතුව ඇති බව සායනික සත්ත්ව හා සෛලීය සමීක්ෂණයන් ගෙන් හෙළිවී ඇත,
ලේසර් සම්බාහන හා විද්යුත් උපක්රම භාවිතයෙන්ද පීඩන ලක්ෂ්ය උත්තේජනය කළ හැක,
මෙම මෙවලම සම නොදැවෙන පරිදි බලපෑම එල්ල වූ ප්රදේශය පුරා තැන්පත් කරයි,
රුධිරය උත්තේජනය හා ශක්තිමත් කිරීම සඳහා මෙම කේතුව හෝ කෝටුව පීඩන ලක්ෂ්ය මත තැබිය හැකිය,
" සගන්ධ තෙල් යොදා කරන ප්රතිකර්ම 
සගන්ධ ප්රතිකාර යනු අත්යවශ්ය ශාක තෙල් භාවිතා කරමින් ශාරීරික ආබාධ සුව කරනා ක්රමවේදයක් වේ",
එළවළු තෙල් යොදා කෙරෙන මෙම සම්බාහන සඳහා මුල් පොතු දඬු  මල් හෝ දළු භාවිත වේ,
මෙම තෙල් වර්ග ආශ්වාස කිරීම වෙළුම් සඳහා භාවිතා කිරීම සුවඳ විලවුන් හා මිශ්ර කිරීම හෝ ගුද මාර්ගය යෝනි මාර්ගය හෝ මුඛය මගින් ශරීර අභ්යන්තරයට ඇතුළු කිරීම කළ හැක,
" භාවනාව 
භාවනාව යනු ශරීරය හා මනස සංවර හා ඉහිල් කිරීමේ අරමුණින් සිදුකරන ස්වයං අභ්යාසයකි",
එමගින් සිත සන්සුන් කිරීමවේදනාව අඩු කිරීම මෙන්ම අවරුධිර පීඩනය හා කාංසාවද අවම කෙරෙයි,
නිශ්චිත කාලය පරිමාවක් තුළ තනි වචනයක් හෝ සිතුවිල්ලක් පිළිබඳ සිත එකඟ කර ගැනීම මෙහිදී සිදුවේ,
එසේම සමහරු ආශ්වාසය නාද මන්ත්ර වැනි භෞතික අත්දැකීම් මත අවධානය පවත්වා ගන්නා අතර මෙම සෑම උත්සහයක් තුළම වනුයේ මනස ශාන්ත කර ගැනීමේ පොදු පරමාර්ථයකි,
2008 දී පුසාන් ජාතික විශ්ව විද්යාලය   තුළ උපාධි සිසුන් 50 දෙනෙකු සමග කොරියානු වෛද්ය පාසලක් ස්ථාපිත කළ අතර එය පසුව යංග්සං වෛද්ය විද්යාලය වෙත ගෙන යන ලදි,
නව අනුබද්ධ කොරියානු වෛද්ය රෝහල හා සායනික අධ්යයන සඳහා වන පර්යේෂණ මධ්යස්ථානය වත්මනෙහි ඉදිවෙමින් පවතියි,
සාමාන්ය පෞද්ගලික සාම්ප්රදායික වෛද්ය පාසල් හා සසඳන විට මෙය විශේෂ උපාධි පාසලක් වේ,
සෑම ගසක්ම එකිනෙකට ප්රතිවිරුද්ධ ලෙස යුගල වශයෙන් වැඩෙන කොළ පැහැයෙන් යුත් මතුපිට ඉටි වැනි පත්ර වලින් ආවරණය වී ඇත,
අඛණ්ඩ චක්රයක් ලෙස කෝපි ඵල දරණ බැවින් එකම ගසක එකවර මල් කොළ පැහැති ගෙඩි සහ ඉදුණු ගෙඩි දැකීම අසාමාන්ය සංසිද්ධියක් නොවේ,
පළමු මල් පිපීමෙන් පසු ගෙඩි පරිණත වීමට වසරකට ආසන්න කාලයක් ගත වන අතර සම්පූර්ණ ඵල දැරීම කරා ළඟා වීමට වසර 5 ක පමණ කාලයක් ගතවේ,
කෝපි ගසක ආයු කාලය වසර 100 ක් පමණ වන මුත් ඒවා හොඳින් ඵල දරන්නේ වයස අවුරුදු 7 ත් 20 ත් අතර වේ,
ප්රභේදය අනුව නිසි නඩත්තුව මඟින් වසර ගණනාවක් තිස්සේ ඒවායේ නිෂ්පාදනය පවත්වා ගෙන යාම හෝ ඉහල නැංවීම කළ හැකිය,
සාමාන්ය කෝපි ගසක් වසරකට කෝපි ගෙඩි රාත්තල් 10 ක් හෝ කොළ පැහැ ගෙඩි රාත්තල් 2 ක් නිෂ්පාදනය කරයි,
